python3 heartbeat.py
/usr/lib/python3/dist-packages/paramiko/pkey.py:59: CryptographyDeprecationWarning: TripleDES has been moved to cryptography.hazmat.decrepit.ciphers.algorithms.TripleDES and will be removed from cryptography.hazmat.primitives.ciphers.algorithms in 48.0.0.
  "cipher": algorithms.TripleDES,
/usr/lib/python3/dist-packages/paramiko/transport.py:220: CryptographyDeprecationWarning: Blowfish has been moved to cryptography.hazmat.decrepit.ciphers.algorithms.Blowfish and will be removed from cryptography.hazmat.primitives.ciphers.algorithms in 45.0.0.
  "class": algorithms.Blowfish,
/usr/lib/python3/dist-packages/paramiko/transport.py:244: CryptographyDeprecationWarning: TripleDES has been moved to cryptography.hazmat.decrepit.ciphers.algorithms.TripleDES and will be removed from cryptography.hazmat.primitives.ciphers.algorithms in 48.0.0.
  "class": algorithms.TripleDES,
| INFO     | heartbeat.v inferred as rtl/verilog
| INFO     | heartbeat.sdc inferred as constraint/sdc
| INFO     | Setting up node import.bluespec0 with bluespec/convert
| WARNING  | Removing import.bluespec0 due to no files in [input,hll,bsv]
| INFO     | Setting up node import.c0 with bambu/convert
| WARNING  | Removing import.c0 due to no files in [input,hll,c] or [input,hll,llvm]
| INFO     | Setting up node import.chisel0 with chisel/convert
| WARNING  | Removing import.chisel0 due to no files in [input,hll,scala] or [input,config,chisel]
| INFO     | Setting up node import.verilog0 with slang/elaborate
| INFO     | Setting up node import.vhdl0 with ghdl/convert
| WARNING  | Removing import.vhdl0 due to no files in [input,rtl,vhdl]
| INFO     | Setting up node import.convert0 with sv2v/convert
| WARNING  | Removing import.convert0 due to will not receive systemverilog to convert
| INFO     | Setting up node import.combine0 with builtin/concatenate
| WARNING  | Removing import.combine0 due to no need to concatenate file
| INFO     | Setting up node syn0 with yosys/syn_asic
| INFO     | Setting up node floorplan.init0 with openroad/init_floorplan
| INFO     | Setting up node floorplan.macro_placement0 with openroad/macro_placement
| INFO     | Setting up node floorplan.tapcell0 with openroad/endcap_tapcell_insertion
| INFO     | Setting up node floorplan.power_grid0 with openroad/power_grid
| INFO     | Setting up node floorplan.pin_placement0 with openroad/pin_placement
| INFO     | Setting up node place.global0 with openroad/global_placement
| INFO     | Setting up node place.repair_design0 with openroad/repair_design
| INFO     | Setting up node place.detailed0 with openroad/detailed_placement
| INFO     | Setting up node cts.clock_tree_synthesis0 with openroad/clock_tree_synthesis
| INFO     | Setting up node cts.repair_timing0 with openroad/repair_timing
| INFO     | Setting up node cts.fillcell0 with openroad/fillercell_insertion
| INFO     | Setting up node route.global0 with openroad/global_route
| INFO     | Setting up node route.antenna_repair0 with openroad/antenna_repair
| INFO     | Setting up node route.detailed0 with openroad/detailed_route
| INFO     | Setting up node dfm.metal_fill0 with openroad/fillmetal_insertion
| WARNING  | Removing dfm.metal_fill0 due to no fill script is available
| INFO     | Setting up node write.gds0 with klayout/export
| INFO     | Setting up node write.views0 with openroad/write_data
| INFO     | Checking manifest before running.
| INFO     | job0 | import.verilog       | 0 | Running in /home/thierry/SILICON_COMPILER/siliconcompiler/examples/heartbeat/build/heartbeat/job0/import.verilog/0
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_compare_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_various'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_registers'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_shift_ops_shr_shl_sshl_sshr'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_shift_shiftx'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_fa'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_lcu_brent_kung'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_alu'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_macc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_alumacc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_u'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_trunc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_div'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_mod'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_floor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_divfloor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_modfloor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_pow'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_pmux'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_demux'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_lut'.
| INFO     | job0 | syn                  | 0 | Successfully finished Verilog frontend.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.4.2. Executing Verilog-2005 frontend: /home/thierry/.local/lib/python3.8/site-packages/siliconcompiler/tools/yosys/techmaps/lcu_kogge_stone.v
| INFO     | job0 | syn                  | 0 | Parsing Verilog input from `/home/thierry/.local/lib/python3.8/site-packages/siliconcompiler/tools/yosys/techmaps/lcu_kogge_stone.v' to AST representation.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_80_lcu_kogge_stone'.
| INFO     | job0 | syn                  | 0 | Successfully finished Verilog frontend.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.4.3. Continuing TECHMAP pass.
| INFO     | job0 | syn                  | 0 | Using extmapper simplemap for cells of type $eq.
| INFO     | job0 | syn                  | 0 | Using extmapper simplemap for cells of type $adff.
| INFO     | job0 | syn                  | 0 | Using template $paramod$c3cd1564c35d873179656addd6052d7ea8b6d991\_90_alu for cells of type $alu.
| INFO     | job0 | syn                  | 0 | Using extmapper simplemap for cells of type $xor.
| INFO     | job0 | syn                  | 0 | Using extmapper simplemap for cells of type $and.
| INFO     | job0 | syn                  | 0 | Using template $paramod\_80_lcu_kogge_stone\WIDTH=32'00000000000000000000000000001000 for cells of type $lcu.
| INFO     | job0 | syn                  | 0 | Using extmapper simplemap for cells of type $pos.
| INFO     | job0 | syn                  | 0 | Using extmapper simplemap for cells of type $mux.
| INFO     | job0 | syn                  | 0 | Using extmapper simplemap for cells of type $not.
| INFO     | job0 | syn                  | 0 | Using extmapper simplemap for cells of type $or.
| INFO     | job0 | syn                  | 0 | No more expansions possible.
| INFO     | job0 | syn                  | 0 | <suppressed ~320 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt -fast
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.5. Executing OPT pass (performing simple optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_expr
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.5.1. Executing OPT_EXPR pass (perform const folding).
| INFO     | job0 | syn                  | 0 | Optimizing module heartbeat.
| INFO     | job0 | syn                  | 0 | <suppressed ~63 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_merge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.5.2. Executing OPT_MERGE pass (detect identical cells).
| INFO     | job0 | syn                  | 0 | Finding identical cells in module `\heartbeat'.
| INFO     | job0 | syn                  | 0 | <suppressed ~27 debug messages>
| INFO     | job0 | syn                  | 0 | Removed a total of 9 cells.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_dff
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.5.3. Executing OPT_DFF pass (perform DFF optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_clean
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.5.4. Executing OPT_CLEAN pass (remove unused cells and wires).
| INFO     | job0 | syn                  | 0 | Finding unused cells or wires in module \heartbeat..
| INFO     | job0 | syn                  | 0 | Removed 3 unused cells and 59 unused wires.
| INFO     | job0 | syn                  | 0 | <suppressed ~4 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.5.5. Finished fast OPT passes.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> abc -fast
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.6. Executing ABC pass (technology mapping using ABC).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.6.1. Extracting gate netlist of module `\heartbeat' to `<abc-temp-dir>/input.blif'..
| INFO     | job0 | syn                  | 0 | Extracted 37 gates and 45 wires to a netlist network with 8 inputs and 9 outputs.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.6.1.1. Executing ABC.
| INFO     | job0 | syn                  | 0 | Running ABC command: "<yosys-exe-dir>/yosys-abc" -s -f <abc-temp-dir>/abc.script 2>&1
| INFO     | job0 | syn                  | 0 | ABC: ABC command line: "source <abc-temp-dir>/abc.script".
| INFO     | job0 | syn                  | 0 | ABC:
| INFO     | job0 | syn                  | 0 | ABC: + read_blif <abc-temp-dir>/input.blif
| INFO     | job0 | syn                  | 0 | ABC: + read_library <abc-temp-dir>/stdcells.genlib
| INFO     | job0 | syn                  | 0 | ABC: + strash
| INFO     | job0 | syn                  | 0 | ABC: + dretime
| INFO     | job0 | syn                  | 0 | ABC: + map
| INFO     | job0 | syn                  | 0 | ABC: + write_blif <abc-temp-dir>/output.blif
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.6.1.2. Re-integrating ABC results.
| INFO     | job0 | syn                  | 0 | ABC RESULTS:               AND cells:        1
| INFO     | job0 | syn                  | 0 | ABC RESULTS:            ANDNOT cells:        6
| INFO     | job0 | syn                  | 0 | ABC RESULTS:              NAND cells:        6
| INFO     | job0 | syn                  | 0 | ABC RESULTS:               NOT cells:        1
| INFO     | job0 | syn                  | 0 | ABC RESULTS:                OR cells:        4
| INFO     | job0 | syn                  | 0 | ABC RESULTS:               XOR cells:        7
| INFO     | job0 | syn                  | 0 | ABC RESULTS:        internal signals:       28
| INFO     | job0 | syn                  | 0 | ABC RESULTS:           input signals:        8
| INFO     | job0 | syn                  | 0 | ABC RESULTS:          output signals:        9
| INFO     | job0 | syn                  | 0 | Removing temp directory.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt -fast
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.7. Executing OPT pass (performing simple optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_expr
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.7.1. Executing OPT_EXPR pass (perform const folding).
| INFO     | job0 | syn                  | 0 | Optimizing module heartbeat.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_merge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.7.2. Executing OPT_MERGE pass (detect identical cells).
| INFO     | job0 | syn                  | 0 | Finding identical cells in module `\heartbeat'.
| INFO     | job0 | syn                  | 0 | Removed a total of 0 cells.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_dff
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.7.3. Executing OPT_DFF pass (perform DFF optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_clean
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.7.4. Executing OPT_CLEAN pass (remove unused cells and wires).
| INFO     | job0 | syn                  | 0 | Finding unused cells or wires in module \heartbeat..
| INFO     | job0 | syn                  | 0 | Removed 0 unused cells and 36 unused wires.
| INFO     | job0 | syn                  | 0 | <suppressed ~1 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 7.7.5. Finished fast OPT passes.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> delete */t:$print
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> chformal -remove
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> hierarchy -top heartbeat
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 8. Executing HIERARCHY pass (managing design hierarchy).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 8.1. Analyzing design hierarchy..
| INFO     | job0 | syn                  | 0 | Top module:  \heartbeat
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 8.2. Analyzing design hierarchy..
| INFO     | job0 | syn                  | 0 | Top module:  \heartbeat
| INFO     | job0 | syn                  | 0 | Removed 0 unused modules.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt -purge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 9. Executing OPT pass (performing simple optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_expr
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 9.1. Executing OPT_EXPR pass (perform const folding).
| INFO     | job0 | syn                  | 0 | Optimizing module heartbeat.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_merge -nomux
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 9.2. Executing OPT_MERGE pass (detect identical cells).
| INFO     | job0 | syn                  | 0 | Finding identical cells in module `\heartbeat'.
| INFO     | job0 | syn                  | 0 | Removed a total of 0 cells.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_muxtree
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 9.3. Executing OPT_MUXTREE pass (detect dead branches in mux trees).
| INFO     | job0 | syn                  | 0 | Running muxtree optimizer on module \heartbeat..
| INFO     | job0 | syn                  | 0 |   Creating internal representation of mux trees.
| INFO     | job0 | syn                  | 0 |   No muxes found in this module.
| INFO     | job0 | syn                  | 0 | Removed 0 multiplexer ports.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_reduce
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 9.4. Executing OPT_REDUCE pass (consolidate $*mux and $reduce_* inputs).
| INFO     | job0 | syn                  | 0 |   Optimizing cells in module \heartbeat.
| INFO     | job0 | syn                  | 0 | Performed a total of 0 changes.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_merge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 9.5. Executing OPT_MERGE pass (detect identical cells).
| INFO     | job0 | syn                  | 0 | Finding identical cells in module `\heartbeat'.
| INFO     | job0 | syn                  | 0 | Removed a total of 0 cells.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_dff
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 9.6. Executing OPT_DFF pass (perform DFF optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_clean -purge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 9.7. Executing OPT_CLEAN pass (remove unused cells and wires).
| INFO     | job0 | syn                  | 0 | Finding unused cells or wires in module \heartbeat..
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_expr
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 9.8. Executing OPT_EXPR pass (perform const folding).
| INFO     | job0 | syn                  | 0 | Optimizing module heartbeat.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 9.9. Finished OPT passes. (There is nothing left to do.)
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> techmap -map /home/thierry/.sc/cache/lambdapdk-v0.1.50/lambdapdk/freepdk45/libs/nangate45/techmap/yosys/cells_tristatebuf.v
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 10. Executing TECHMAP pass (map to technology primitives).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 10.1. Executing Verilog-2005 frontend: /home/thierry/.sc/cache/lambdapdk-v0.1.50/lambdapdk/freepdk45/libs/nangate45/techmap/yosys/cells_tristatebuf.v
| INFO     | job0 | syn                  | 0 | Parsing Verilog input from `/home/thierry/.sc/cache/lambdapdk-v0.1.50/lambdapdk/freepdk45/libs/nangate45/techmap/yosys/cells_tristatebuf.v' to AST representation.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$_TBUF_'.
| INFO     | job0 | syn                  | 0 | Successfully finished Verilog frontend.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 10.2. Continuing TECHMAP pass.
| INFO     | job0 | syn                  | 0 | No more expansions possible.
| INFO     | job0 | syn                  | 0 | <suppressed ~3 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> techmap
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 11. Executing TECHMAP pass (map to technology primitives).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 11.1. Executing Verilog-2005 frontend: /home/thierry/.local/bin/../share/yosys/techmap.v
| INFO     | job0 | syn                  | 0 | Parsing Verilog input from `/home/thierry/.local/bin/../share/yosys/techmap.v' to AST representation.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_bool_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_reduce_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_logic_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_compare_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_various'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_registers'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_shift_ops_shr_shl_sshl_sshr'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_shift_shiftx'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_fa'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_lcu_brent_kung'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_alu'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_macc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_alumacc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_u'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_trunc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_div'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_mod'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_floor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_divfloor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_modfloor'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_pow'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_pmux'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_demux'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_lut'.
| INFO     | job0 | syn                  | 0 | Successfully finished Verilog frontend.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 11.2. Continuing TECHMAP pass.
| INFO     | job0 | syn                  | 0 | No more expansions possible.
| INFO     | job0 | syn                  | 0 | <suppressed ~74 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt -fast -purge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 12. Executing OPT pass (performing simple optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_expr
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 12.1. Executing OPT_EXPR pass (perform const folding).
| INFO     | job0 | syn                  | 0 | Optimizing module heartbeat.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_merge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 12.2. Executing OPT_MERGE pass (detect identical cells).
| INFO     | job0 | syn                  | 0 | Finding identical cells in module `\heartbeat'.
| INFO     | job0 | syn                  | 0 | Removed a total of 0 cells.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_dff
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 12.3. Executing OPT_DFF pass (perform DFF optimizations).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> opt_clean -purge
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 12.4. Executing OPT_CLEAN pass (remove unused cells and wires).
| INFO     | job0 | syn                  | 0 | Finding unused cells or wires in module \heartbeat..
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 12.5. Finished fast OPT passes.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> extract_fa
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 13. Executing EXTRACT_FA pass (find and extract full/half adders).
| INFO     | job0 | syn                  | 0 | Extracting full/half adders from heartbeat:
| INFO     | job0 | syn                  | 0 |   2-Input XOR/XNOR \counter_reg [0] \counter_reg [1]:
| INFO     | job0 | syn                  | 0 |     0110 -> $auto$alumacc.cc:495:replace_alu$1006.Y [1]
| INFO     | job0 | syn                  | 0 |     AND without inversions:
| INFO     | job0 | syn                  | 0 |       1000 -> $abc$1291$new_n19
| INFO     | job0 | syn                  | 0 |       Created $fa cell $auto$extract_fa.cc:504:run$1394.
| INFO     | job0 | syn                  | 0 |   2-Input XOR/XNOR \counter_reg [2] $abc$1291$new_n19:
| INFO     | job0 | syn                  | 0 |     0110 -> $auto$alumacc.cc:495:replace_alu$1006.Y [2]
| INFO     | job0 | syn                  | 0 |   2-Input XOR/XNOR \counter_reg [3] $abc$1291$new_n29:
| INFO     | job0 | syn                  | 0 |     0110 -> $auto$alumacc.cc:495:replace_alu$1006.Y [3]
| INFO     | job0 | syn                  | 0 |   2-Input XOR/XNOR \counter_reg [4] $abc$1291$new_n21:
| INFO     | job0 | syn                  | 0 |     0110 -> $auto$alumacc.cc:495:replace_alu$1006.Y [4]
| INFO     | job0 | syn                  | 0 |   2-Input XOR/XNOR \counter_reg [5] $abc$1291$new_n34:
| INFO     | job0 | syn                  | 0 |     0110 -> $auto$alumacc.cc:495:replace_alu$1006.Y [5]
| INFO     | job0 | syn                  | 0 |   2-Input XOR/XNOR \counter_reg [6] $abc$1291$new_n37:
| INFO     | job0 | syn                  | 0 |     0110 -> $auto$alumacc.cc:495:replace_alu$1006.Y [6]
| INFO     | job0 | syn                  | 0 |   2-Input XOR/XNOR \counter_reg [7] $abc$1291$new_n41:
| INFO     | job0 | syn                  | 0 |     0110 -> $auto$alumacc.cc:495:replace_alu$1006.Y [7]
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> techmap -map /home/thierry/.sc/cache/lambdapdk-v0.1.50/lambdapdk/freepdk45/libs/nangate45/techmap/yosys/cells_adders.v
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 14. Executing TECHMAP pass (map to technology primitives).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 14.1. Executing Verilog-2005 frontend: /home/thierry/.sc/cache/lambdapdk-v0.1.50/lambdapdk/freepdk45/libs/nangate45/techmap/yosys/cells_adders.v
| INFO     | job0 | syn                  | 0 | Parsing Verilog input from `/home/thierry/.sc/cache/lambdapdk-v0.1.50/lambdapdk/freepdk45/libs/nangate45/techmap/yosys/cells_adders.v' to AST representation.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_tech_fa'.
| INFO     | job0 | syn                  | 0 | Successfully finished Verilog frontend.
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 14.2. Continuing TECHMAP pass.
| INFO     | job0 | syn                  | 0 | Using template $paramod$366b53aa83fc1f56a6a9bf0b408f4c58a4c2aa2e\_tech_fa for cells of type $fa.
| INFO     | job0 | syn                  | 0 | No more expansions possible.
| INFO     | job0 | syn                  | 0 | <suppressed ~21 debug messages>
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | yosys> techmap
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 15. Executing TECHMAP pass (map to technology primitives).
| INFO     | job0 | syn                  | 0 | 
| INFO     | job0 | syn                  | 0 | 15.1. Executing Verilog-2005 frontend: /home/thierry/.local/bin/../share/yosys/techmap.v
| INFO     | job0 | syn                  | 0 | Parsing Verilog input from `/home/thierry/.local/bin/../share/yosys/techmap.v' to AST representation.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_bool_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_reduce_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_logic_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_compare_ops'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_various'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_simplemap_registers'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_shift_ops_shr_shl_sshl_sshr'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_shift_shiftx'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_fa'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_lcu_brent_kung'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_alu'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_macc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_alumacc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_u'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_trunc'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_div'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\_90_mod'.
| INFO     | job0 | syn                  | 0 | Generating RTLIL representation for module `\$__div_mod_floor'.
